Name;FIDE ID;Born;Died;Year;"Most recent
federation";M/F;Notes
Voitsekhovsky, Stanislav;4113470;1964-08-06;;1999; Russia;M;
Vokac, Marek;300101;1958-12-06;;1999; Czech Republic;M;
Vokarev, Sergey;4119711;1970-08-28;;2008; Russia;M;title application
Vokhidov, Shamsiddin;14204223;2002-01-11;;2020; Uzbekistan;M;title application
Volkov, Sergey;4122763;1974-02-07;;1998; Russia;M;
Volodin, Aleksandr;4501950;1990-12-10;;2011; Estonia;M;IM title application
Volokitin, Andrei;14107090;1986-06-18;;2001; Ukraine;M;Di Felice
Voloshin, Leonid;311111;1964-05-10;;2003; Czech Republic;M;
Volzhin, Alexander;4115031;1971-02-02;;1997; Russia;M;
Vorobiov, Evgeny;4121341;1976-12-13;;2000; Russia;M;
Vorontsov, Pavlo;14116367;1998-01-23;;2017; Ukraine;M;title application[note 53]
Vorotnikov, Vladislav;4103009;1947-08-17;;2005; Russia;M;
Votava, Jan;300535;1974-11-29;;1999; Czech Republic;M;
Vovk, Andriy;14114470;1991-11-22;;2009; Ukraine;M;title application
Vovk, Yuri;14113171;1988-11-11;;2008; Ukraine;M;title application
Vučković, Bojan;922277;1980-09-12;;2001; Serbia;M;
Vukić, Milan;900273;1942-08-19;;1975; Bosnia and Herzegovina;M;
Vul, Arkadi Eremeevich;4104307;1953-09-11;;2003; Russia;M;title application
Vysochin, Spartak;14103516;1975-04-30;;2001; Ukraine;M;
Vyzmanavin, Alexey;4100190;1960-12-04;2000-01-06;1989; Russia;M;Di Felice
Wagner, Dennis;24650684;1997-06-19;;2015; Germany;M;title application
Wahls, Matthias;4600070;1968-01-25;;1989; Germany;M;Di Felice
Wan Yunguo;8603189;1990-06-28;;2016; China;M;"Di Felice; title application"
Wang Hao;8602883;1989-08-04;;2005; China;M;
Wang Rui;8601003;1978-04-18;;2009; China;M;title application
Wang Yue;8601429;1987-03-31;;2004; China;M;
Wang Zili;8600023;1968-06-14;;1995; China;M;
Warakomski, Tomasz;1124552;1989-06-22;;2017; Poland;M;title application
Ward, Chris;400203;1968-03-26;;1996; England;M;
Watson, William;400157;1962-04-18;;1990; England;M;
Wedberg, Tom;1700073;1953-11-26;;1990; Sweden;M;
Wei Yi;8603405;1999-06-02;;2013; China;M;title application
Wells, Peter;400327;1965-04-17;;1994; England;M;
Wen Yang;8602956;1988-07-07;;2008; China;M;title application
Werle, Jan;1006088;1984-01-15;;2006; Netherlands;M;
Westerinen, Heikki;500020;1944-04-27;;1975; Finland;M;
Wieczorek, Oskar;1133950;1994-06-13;;2019; Poland;M;title application
Wilder, Michael;2000130;1962-08-17;;1988; United States;M;
Williams, Simon;404454;1979-11-30;;2008; England;M;
Winants, Luc;200018;1963-01-01;;1998; Belgium;M;
Wirig, Anthony;615013;1983-02-03;;2011; France;M;title application
Wojtaszek, Radosław;1118358;1987-01-13;;2005; Poland;M;title application
Wojtkiewicz, Aleksander;1100025;1963-01-15;2006-07-14;1990; United States;M;Di Felice
Wolff, Patrick;2000148;1968-02-15;;1990; United States;M;
Womacka, Mathias;4611390;1966-06-26;;2010; Germany;M;title application
Wong Meng Kong;5800030;1963-09-18;;1999; Singapore;M;Di Felice
Wu Shaobin;5800714;1969-02-04;;1998; Singapore;M;
Wu Wenjin;8600716;1976-03-10;;2000; China;M;
Xie Jun;8600147;1970-10-30;;1993; China;F;"Golden Book; Di Felice"
